Comment,Designator,Footprint,LCSC Part #
0.1uF,C11 C12,C0402,
1M,R1,R0805,
1k,R4 R6 R7 R12,R0402,
1uF,C2,C0805,
10pF,C1,C0805,
47,R2 R8 R9 R10,R0805,
75,R13 R14,R0805,
120,R11,R0805,
?50?,R5,R0805,
AQY21SOP,K1,SOP04,C7435105
G6K-2F-RF-DC3,K3,G6K2FRFDC3,
OPA859IDSGR,FL1,SON50P200X200X80-9N,
S8050,Q1,SOT-23,C7420370
green,D1 D2,LED0603,
in,INCON,SMA_EDGELAUNCH,
out50,OUTPUT501 OUTPUT502,SMA_EDGELAUNCH,
